4.00008685	2.217146378
4.301073423	2.024501848
4.477150207	1.900221732
4.602081706	1.803877615
4.698987376	1.731481833
4.778165727	1.676473192
4.845110448	1.619564684
4.903100844	1.582594915
4.95425216	1.527905099
5.000008686	1.488129225
5.041400581	1.463788938
5.079188484	1.437472413
5.113950034	1.40949839
5.14613424	1.387727539
5.17609705	1.363543653
5.204125411	1.351154715
5.230454031	1.331779117
5.255277331	1.313229157
5.278758172	1.306955769
5.301034339	1.290779685
5.322223431	1.264094227
5.342426629	1.255680002
5.361731612	1.239945797
5.380214861	1.227393357
5.397943483	1.21109983
5.414976689	1.210570144
5.431366981	1.191069795
5.447161133	1.180619345
5.462400993	1.168840291
5.47712415	1.159405292
5.491364496	1.136309386
5.505152693	1.138345277
5.518516572	1.12795696
5.531481472	1.128839999
5.544070526	1.100313285
5.556304914	1.090213942
5.568204072	1.093449312
5.579785882	1.082289765
5.591066834	1.06963347
5.602062163	1.05581754
5.612785975	1.049275858
5.623251358	1.047719047
5.633470476	1.029353068
5.643454651	1.025674845
5.653214444	1.013070852
5.66275972	1.000283257
5.672099706	1.001421998
5.681243047	0.99504847
5.690197853	0.981070451
5.698971742	0.967202225
5.707571879	0.944663525
5.716005014	0.951574986
5.724277508	0.934588117
5.732395368	0.942793776
5.740364269	0.936296643
5.748189578	0.932705172
5.75587638	0.934862355
5.763429491	0.923530176
5.770853484	0.916623966
5.778152698	0.902079058
5.785331259	0.900885314
5.79239309	0.891463292
5.799341928	0.888489747
5.806181331	0.882173325
5.812914693	0.861437743
5.819545252	0.873988651
5.826076099	0.859435262
5.83251019	0.87032851
5.83885035	0.84704594
5.845099281	0.850984956
5.851259572	0.851370122
5.857333703	0.836901388
5.86332405	0.838993018
5.869232893	0.841034655
5.875062422	0.820673508
5.880814735	0.821230784
5.886491853	0.806091969
5.892095716	0.807591336
5.897628191	0.803045994
5.903091073	0.801821355
5.908486091	0.788612272
5.913814912	0.794326222
5.919079139	0.775086698
5.92428032	0.775150373
5.929419948	0.767013123
5.934499461	0.772800952
5.939520251	0.769038137
5.944483659	0.760064539
5.949390983	0.755967832
5.954243475	0.755094245
5.959042347	0.75079802
5.963788771	0.744141187
5.968483883	0.744356988
5.973128778	0.72867217
5.97772452	0.718636339
5.982272138	0.724828082
5.98677263	0.718397598
5.991226962	0.713531493
5.995636072	0.695118494
