4.00008685	2.251724966
4.301073423	2.072179404
4.477150207	1.956641498
4.602081706	1.869487472
4.698987376	1.79829363
4.778165727	1.741247655
4.845110448	1.702831879
4.903100844	1.667494118
4.95425216	1.638607282
5.000008686	1.599767961
5.041400581	1.573283654
5.079188484	1.555302512
5.113950034	1.536454813
5.14613424	1.515035046
5.17609705	1.49009067
5.204125411	1.461750568
5.230454031	1.448912485
5.255277331	1.442659191
5.278758172	1.420044989
5.301034339	1.399637763
5.322223431	1.39252028
5.342426629	1.380897868
5.361731612	1.35511559
5.380214861	1.351228195
5.397943483	1.33415091
5.414976689	1.317533695
5.431366981	1.297315999
5.447161133	1.299029704
5.462400993	1.28633076
5.47712415	1.263641577
5.491364496	1.251886394
5.505152693	1.233394781
5.518516572	1.225392104
5.531481472	1.212148677
5.544070526	1.209452876
5.556304914	1.186012001
5.568204072	1.174327825
5.579785882	1.159974008
5.591066834	1.135764111
5.602062163	1.141862116
5.612785975	1.112692539
5.623251358	1.109931703
5.633470476	1.099032328
5.643454651	1.102344202
5.653214444	1.085183774
5.66275972	1.07879796
5.672099706	1.065267414
5.681243047	1.037239128
5.690197853	1.037389833
5.698971742	1.014598946
5.707571879	1.029307277
5.716005014	1.016505703
5.724277508	1.005953744
5.732395368	0.997671271
5.740364269	0.984895684
5.748189578	0.981021723
5.75587638	0.984545245
5.763429491	0.945692072
5.770853484	0.948228339
5.778152698	0.930969493
5.785331259	0.925702094
5.79239309	0.913429732
5.799341928	0.91099507
5.806181331	0.902726993
5.812914693	0.887861972
5.819545252	0.901308102
5.826076099	0.88166965
5.83251019	0.88376512
5.83885035	0.881075604
5.845099281	0.854979535
5.851259572	0.854684298
5.857333703	0.821209052
5.86332405	0.814385358
5.869232893	0.829540069
5.875062422	0.802484152
5.880814735	0.789924758
5.886491853	0.797997775
5.892095716	0.772623393
5.897628191	0.761172045
5.903091073	0.765624224
5.908486091	0.76224693
5.913814912	0.721869949
5.919079139	0.706119479
5.92428032	0.744008035
5.929419948	0.727372742
5.934499461	0.699587247
5.939520251	0.696353661
5.944483659	0.710103355
5.949390983	0.692941414
5.954243475	0.678588157
5.959042347	0.687162009
5.963788771	0.663760942
5.968483883	0.650733297
5.973128778	0.661753943
5.97772452	0.638280318
5.982272138	0.642374171
5.98677263	0.612935991
5.991226962	0.66043361
5.995636072	0.634794113
